AL, 12, 2019092012, 01, CARQ, -24,  92N,  370W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 12, 2019092012, 01, CARQ, -18,  95N,  411W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 12, 2019092012, 01, CARQ, -12,  96N,  434W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 274,  22,     INVEST,  , 
AL, 12, 2019092012, 01, CARQ,  -6,  98N,  455W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 12, 2019092012, 01, CARQ,   0, 100N,  475W,  25, 1011, DB,  34, NEQ,    0,    0,    0,    0, 1013,  120,  90,   0,   0,   L,   0,   X, 275,  21,     INVEST, S, 
AL, 12, 2019092012, 01, CARQ,   0, 100N,  475W,  25, 1011, DB,  50, NEQ,    0,    0,    0,    0, 1013,  120,  90,   0,   0,   L,   0,   X, 275,  21,     INVEST, S, 
AL, 12, 2019092012, 01, CARQ,   0, 100N,  475W,  25, 1011, DB,  64, NEQ,    0,    0,    0,    0, 1013,  120,  90,   0,   0,   L,   0,   X, 275,  21,     INVEST, S, 
AL, 12, 2019092012, 03,  NGX,   0,  85N,  464W,  20, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AC00,  96, 161N,  661W,  29, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AC00, 102, 169N,  661W,  29, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AC00, 108, 178N,  659W,  29, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AC00, 114, 188N,  656W,  28, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AC00, 120, 202N,  651W,  28, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AC00, 126, 217N,  641W,  28, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AC00, 132, 229N,  627W,  28, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AC00, 138, 243N,  613W,  29, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AC00, 144, 260N,  596W,  31, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN,   0,  94N,  478W,  26, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN,   6,  94N,  498W,  26, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN,  12,  94N,  516W,  28, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN,  18,  94N,  533W,  29, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN,  24,  96N,  547W,  31, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN,  30,  98N,  562W,  32, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN,  36, 102N,  576W,  33, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN,  42, 107N,  588W,  33, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN,  48, 112N,  599W,  33, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN,  54, 119N,  608W,  32, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN,  60, 124N,  617W,  34, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN,  66, 130N,  626W,  35, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN,  72, 136N,  634W,  36, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN,  78, 145N,  643W,  36, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN,  84, 151N,  650W,  32, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN,  90, 156N,  656W,  32, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN,  96, 163N,  660W,  33, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN, 102, 172N,  663W,  33, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN, 108, 183N,  660W,  33, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN, 114, 193N,  658W,  32, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN, 120, 206N,  654W,  33, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN, 126, 220N,  648W,  33, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN, 132, 231N,  640W,  32, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN, 138, 243N,  634W,  32, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN, 144, 255N,  627W,  32, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN, 150, 267N,  619W,  33, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN, 156, 276N,  614W,  33, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN, 162, 283N,  610W,  33, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN, 168, 288N,  606W,  34, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN, 174, 294N,  600W,  33, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN, 180, 296N,  595W,  33, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN, 186, 298N,  590W,  35,  998, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN, 192, 304N,  579W,  37,  998, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN, 198, 307N,  571W,  33,  999, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN, 204, 309N,  561W,  34,  998, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN, 210, 314N,  554W,  35,  996, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN, 216, 323N,  527W,  36,  996, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN, 222, 330N,  514W,  36,  995, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN, 228, 335N,  504W,  37,  995, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN, 234, 342N,  495W,  36,  993, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AEMN, 240, 356N,  473W,  39,  991, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01,   0,  98N,  478W,  24, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01,   6,  97N,  495W,  25, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01,  12,  97N,  513W,  27, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01,  18, 100N,  528W,  29, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01,  24, 101N,  545W,  29, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01,  30, 103N,  559W,  29, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01,  36, 105N,  573W,  28, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01,  42, 109N,  587W,  26, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01,  48, 114N,  598W,  27, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01,  54, 121N,  606W,  26, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01,  60, 125N,  614W,  29, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01,  66, 128N,  623W,  30, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01,  72, 134N,  633W,  35, 1007, XX,  34, NEQ,   56,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01,  78, 141N,  641W,  30, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01,  84, 146N,  645W,  23, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01,  90, 150N,  648W,  23, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01,  96, 154N,  653W,  20, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01, 102, 160N,  657W,  21, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01, 108, 165N,  659W,  20, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01, 114, 171N,  659W,  21, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01, 120, 180N,  657W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01, 126, 189N,  652W,  21, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01, 132, 200N,  649W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01, 138, 206N,  645W,  20, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01, 144, 218N,  644W,  17, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01, 150, 228N,  644W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01, 156, 231N,  648W,  15, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01, 162, 234N,  642W,  15, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01, 168, 238N,  643W,  13, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01, 174, 239N,  646W,  15, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01, 180, 243N,  649W,  16, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP01, 186, 239N,  656W,  16, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP02,   0,  93N,  478W,  23, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP02,   6, 101N,  503W,  24, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP02,  12,  98N,  519W,  25, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP02,  18,  99N,  534W,  25, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP02,  24, 102N,  548W,  30, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP02,  30, 102N,  561W,  31, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP02,  36, 107N,  572W,  31, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP02,  42, 111N,  585W,  35, 1006, XX,  34, NEQ,   70,    0,    0,    0, 
AL, 12, 2019092012, 03, AP02,  48, 115N,  595W,  34, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP02,  54, 121N,  602W,  34, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP02,  60, 126N,  608W,  39, 1006, XX,  34, NEQ,  109,  115,    0,    0, 
AL, 12, 2019092012, 03, AP02,  66, 132N,  616W,  39, 1003, XX,  34, NEQ,   97,   97,    0,   51, 
AL, 12, 2019092012, 03, AP02,  72, 138N,  621W,  40, 1003, XX,  34, NEQ,   90,   98,    0,   47, 
AL, 12, 2019092012, 03, AP02,  78, 146N,  628W,  38, 1002, XX,  34, NEQ,   80,   83,    0,    0, 
AL, 12, 2019092012, 03, AP02,  84, 155N,  634W,  38, 1003, XX,  34, NEQ,   86,   60,    0,    0, 
AL, 12, 2019092012, 03, AP02,  90, 162N,  639W,  34, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP02,  96, 170N,  643W,  30, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP02, 102, 182N,  644W,  31, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP02, 108, 195N,  640W,  32, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP02, 114, 212N,  635W,  32, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP02, 120, 232N,  630W,  32, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP02, 126, 252N,  623W,  34, 1002, XX,  34, NEQ,    0,   63,    0,    0, 
AL, 12, 2019092012, 03, AP02, 132, 268N,  612W,  34, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP02, 138, 282N,  604W,  38,  999, XX,  34, NEQ,   70,   80,    0,   59, 
AL, 12, 2019092012, 03, AP02, 144, 290N,  597W,  36,  998, XX,  34, NEQ,   63,   70,    0,   65, 
AL, 12, 2019092012, 03, AP02, 150, 291N,  588W,  37,  998, XX,  34, NEQ,    0,   81,   70,    0, 
AL, 12, 2019092012, 03, AP02, 156, 288N,  575W,  37,  996, XX,  34, NEQ,    0,   80,   80,   52, 
AL, 12, 2019092012, 03, AP02, 162, 285N,  565W,  40,  994, XX,  34, NEQ,   63,   95,   95,   60, 
AL, 12, 2019092012, 03, AP02, 168, 283N,  552W,  39,  993, XX,  34, NEQ,   68,   87,   94,    0, 
AL, 12, 2019092012, 03, AP02, 174, 281N,  542W,  42,  991, XX,  34, NEQ,   73,  108,  101,   63, 
AL, 12, 2019092012, 03, AP02, 180, 280N,  529W,  43,  989, XX,  34, NEQ,   82,  118,  109,   73, 
AL, 12, 2019092012, 03, AP02, 186, 281N,  516W,  50,  982, XX,  34, NEQ,  113,  130,  112,   82, 
AL, 12, 2019092012, 03, AP02, 192, 285N,  504W,  52,  981, XX,  34, NEQ,  105,  143,  102,   79, 
AL, 12, 2019092012, 03, AP02, 192, 285N,  504W,  52,  981, XX,  50, NEQ,    0,   56,    0,    0, 
AL, 12, 2019092012, 03, AP02, 198, 290N,  492W,  41,  986, XX,  34, NEQ,   70,  133,  113,    0, 
AL, 12, 2019092012, 03, AP02, 204, 294N,  474W,  38,  989, XX,  34, NEQ,   77,  113,  122,    0, 
AL, 12, 2019092012, 03, AP02, 210, 301N,  452W,  41,  984, XX,  34, NEQ,  374,  245,  134,    0, 
AL, 12, 2019092012, 03, AP02, 216, 316N,  426W,  43,  987, XX,  34, NEQ,  393,  404,  165,    0, 
AL, 12, 2019092012, 03, AP02, 222, 342N,  396W,  44,  985, XX,  34, NEQ,  308,  340,  163,    0, 
AL, 12, 2019092012, 03, AP02, 228, 373N,  363W,  44,  984, XX,  34, NEQ,  308,  309,  231,  223, 
AL, 12, 2019092012, 03, AP02, 234, 413N,  354W,  39,  978, XX,  34, NEQ,  290,  416,  228,    0, 
AL, 12, 2019092012, 03, AP02, 240, 438N,  330W,  47,  972, XX,  34, NEQ,  377,  420,  228,  194, 
AL, 12, 2019092012, 03, AP03,   0,  88N,  476W,  27, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP03,   6,  93N,  494W,  26, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP03,  12,  92N,  512W,  31, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP03,  18,  92N,  531W,  31, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP03,  24,  94N,  545W,  30, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP03,  30,  96N,  560W,  34, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP03,  36, 100N,  574W,  34, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP03,  42, 107N,  588W,  32, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP03,  48, 115N,  597W,  31, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP03,  54, 125N,  605W,  36, 1006, XX,  34, NEQ,   68,   72,    0,    0, 
AL, 12, 2019092012, 03, AP03,  60, 131N,  615W,  33, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP03,  66, 136N,  625W,  33, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP03,  72, 142N,  635W,  32, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP03,  78, 149N,  644W,  30, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 12, 2019092012, 03, AP03,  84, 156N,  651W,  26, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
